12,12,12,12,12,12,12,12,12,12,8,5,5,5,5,8,12,12,12,12,12,12,13,13,
12,12,4,1,1,1,4,12,12,12,6,9,9,9,9,6,12,12,16,16,16,16,13,13,
12,12,2,10,10,10,2,12,12,12,6,9,9,9,9,6,12,12,16,51,16,16,13,12,
12,12,2,10,10,10,2,12,12,12,7,7,49,5,5,7,12,13,12,12,13,12,12,12,
12,12,3,1,49,1,3,13,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,
12,12,12,12,11,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,
12,12,12,12,11,12,12,12,12,11,11,11,11,11,11,12,12,12,12,14,14,14,14,14,
12,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,14,12,12,12,12,
12,13,13,12,11,12,12,12,12,11,11,11,11,11,12,12,12,12,12,22,12,12,12,12,
12,12,12,12,11,12,12,12,12,12,11,12,12,12,12,12,12,12,12,14,12,12,12,12,
12,12,12,12,11,12,14,14,12,12,11,12,12,12,12,12,12,12,12,14,12,12,12,13,
11,11,11,11,11,12,14,14,14,14,17,14,14,14,14,14,14,14,14,14,12,12,12,12,
12,12,12,12,12,12,14,14,14,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,
12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12
